,ID,Tweet,Classification,Target,Direction,Focus Words,Case Template
23858,23859,lilly just tried to climb up a tree after a bird and completely failed oh my god ,non-hateful,,,,
23859,23860,lima fears change but yet wants to bitch about how much it sucks ,non-hateful,,,,
23860,23861,listen to her she curving you on the low what it mean if a girl thinks u have the hoes but u dont,non-hateful,,,,
23861,23862,listing to my dumb ass mom amp just getting my eyebrows done at a new place the bitch fucced them up amp i have picture day tomorrow ,non-hateful,,,,
23862,23863,literally every man in my fam copped a bad white bitch as a wife i aint even boutta break da chain unless a latina comes around,hateful,,,,
23863,23864,litterally cant wait for this weekend with my bad bitches ,non-hateful,,,,
23864,23865,little bitty bumble bee,non-hateful,,,,
23865,23866,little fucking gook who smells like shit an than thinking theyre the motherfuckin boss the fuck,hateful,,,,
23866,23867,live birds found in elmo doll at usmexico border from ,non-hateful,,,,
23867,23868,living with my bitches hashtag live ,non-hateful,,,,
23868,23869,lmao nicca rt wat fool,non-hateful,,,,
23869,23870,lmao the play rt getting pussy is so easy when they believe youre omar eppss brother or the steelers head coachs son,non-hateful,,,,
23870,23871,lmao mean damn bitch you was almost ready  minutes ago ,non-hateful,,,,
23871,23872,lmao i look like some  retard today ,non-hateful,,,,
23872,23873,lmao lebrons expression says it all rt nigga is a fuckin faggot ,hateful,,,,
23873,23874,lmao rt the food aint gon run from you fat bitch,hateful,,,,
23874,23875,lmao rt yeah that pussy yours cee rt come get some breakfast from boom rt breakfast plz,non-hateful,,,,
23875,23876,lmao rt if u live wit ya girl and u do dishes u a faggot,hateful,,,,
23876,23877,lmao rt so none of you bitches on my tl dirty ,non-hateful,,,,
23877,23878,lmao rt the in soles in reebok classics cant even handle the diabetic weight rick ross holds,non-hateful,,,,
23878,23879,lmao rt yo a cooned out nigger boy,hateful,,,,
23879,23880,lmao rt thats all it take  ima start lifting bitches up after the club too,non-hateful,,,,
23880,23881,lmao rt lowkey peyton manning trash,non-hateful,,,,
23881,23882,lmao bitches is crazyafter reading the first sentence to yaself jus see how dumb you sound ,non-hateful,,,,
23882,23883,lmao chill spook rt you think you better than niggas cause you in miami you colored faggot ,hateful,,,,
23883,23884,lmao he left that bitch,non-hateful,,,,
23884,23885,lmao if i catch u in tha field im blowin yo bitch ass up opp lol,non-hateful,,,,
23885,23886,lmao let these hoes be hoes aint no savin nem,hateful,,,,
23886,23887,lmao look at these hoes rt ,non-hateful,,,,
23887,23888,lmao the shovel video is pretty awesome she went down like a ton of bricks lol gotta love honky riff raff savages that is all,hateful,,,,
23888,23889,lmao wack ass rappers stay mad make better music then little bitch rt get on the suck my dick list,non-hateful,,,,
23889,23890,lmao rt youll never be vegas you faggot punk bitch,hateful,,,,
23890,23891,lmao rt is fish pussy wett,non-hateful,,,,
23891,23892,lmao rt harden look like the last air bender out this bitch ,non-hateful,,,,
23892,23893,lmao you niggas regionally picky about hoes now just say anything on twitter makes its fun tho,hateful,,,,
23893,23894,lmao rt nobody cleans a house faster than a nigga expecting some pussy,hateful,,,,
23894,23895,lmaoo bitch can i hit thatyou matching orbad bitch bats eyelashesare you matching or,non-hateful,,,,
23895,23896,lmaoo i shouldve seen that coming rt fat bitches need love to craig,non-hateful,,,,
23896,23897,lmaoo rt a bitch for not following back ,non-hateful,,,,
23897,23898,lmaoo rt bruh make a song called uber and the hook can be that uber make that pussy wet,non-hateful,,,,
23898,23899,lmaoo rt stfuwho are u to prefer what a woman wears on her feet bitch rt i hate bitches that wear wedges,non-hateful,,,,
23899,23900,lmaoo we was sayin this same statement last year rt boozer is trash bro im done ,non-hateful,,,,
23900,23901,lmaooo rt she a tranny if she can open a jar of pickles by herself,hateful,,,,
23901,23902,lmaooo naw man rt u serious bro lol rt  early bird special,non-hateful,,,,
23902,23903,lmaoooo rt his sister probably got the pussy that night rt ,non-hateful,,,,
23903,23904,lmaoooo deep rt that girl curved every nigga that tried to holla and nobody said fuck you then bitch,hateful,,,,
23904,23905,lmaoooo nah im down here turning up rt yah not gonna believe this but being a bitch in bg being a bitch ,non-hateful,,,,
23905,23906,lmaoooo a bird in the hand is worth two in the bush ,non-hateful,,,,
23906,23907,lmaoooort remember when yall bitches were lotus flower bombs around this time last year,non-hateful,,,,
23907,23908,lmaooooo rt bitches be like goalsdumb ass nigga ,hateful,,,,
23908,23909,lmaooooo im outta here rt bobby shmurda looks like a negro league player ,non-hateful,,,,
23909,23910,lmaoooooo bitch stripping at a murder scene view ,non-hateful,,,,
23910,23911,lmaoooooo supreme being trash guess bape is trash to huh,non-hateful,,,,
23911,23912,lmaoooooo rt rt dre really is a big sloppy bitch hes fat as shit,non-hateful,,,,
23912,23913,lmaoooooooo rt you woke up a faggot didnt you rt my nigga aint get carded since i was a sophomore b,hateful,,,,
23913,23914,lmaoooooooo rt dumped the shyt outta me fuck wrong with her im perfect like angel pussy,non-hateful,,,,
23914,23915,lmaoooooooo rt dangelo prolly nice as shit at madden now lmao fat bitch,non-hateful,,,,
23915,23916,lmfao rt fat hoes in tight clothes be lookin like a half opened can of biscuits,non-hateful,,,,
23916,23917,lmfao rt of what rt i really want my braces off its in the way ,non-hateful,,,,
23917,23918,lmfao rt the new york have won  world series titles most of alltime,non-hateful,,,,
23918,23919,lmfao rt i only twerk to somewhere in america because when hov says twerk you twerk bitch,non-hateful,,,,
23919,23920,lmfao but  we dont talk  gtfoh bitch i guessed it amp i was right ,non-hateful,,,,
23920,23921,lmfao niggas was going ham on the trash can in class,hateful,,,,
23921,23922,lmfao no you didnt rt got cute new avi and all but she too old for colored contacts ,non-hateful,,,,
23922,23923,lmfao rightrt you knew you was sidechick stop hating hoe,non-hateful,,,,
23923,23924,lmfao u sloth trinidad james with a relaxer lookin ass bitchi hate niggers imma start talking to white boys,hateful,,,,
23924,23925,lmfao watching brokeback mountain with taylor cuz weve both never seen it aha ,hateful,,,,
23925,23926,lmfao oh i forgot texting it to u now rt i told u to text me what i need to buy for the salad a bitch hungry,non-hateful,,,,
23926,23927,lmfaooo nigga rt nigga yo lips look like a charcoal bitch pussy,non-hateful,,,,
23927,23928,lmfaooo this bitch hits my car and calls the cops and says it was my fault dumb bitch,non-hateful,,,,
23928,23929,lmfaooobad bitches giving me head at the same dam time lol ,non-hateful,,,,
23929,23930,lmfaooooo rt cant trust a bitch that dont smile with her teeth,non-hateful,,,,
23930,23931,lmfaoooooo rt im so glad my shorty aint all over twitter and ig tryna be a famous columbus hoe ,non-hateful,,,,
23931,23932,lmfaoooooo rt lmfaooooooopoooooo rt come yo bitch ass auntie,non-hateful,,,,
23932,23933,lmfaooooooooo bro rt strippers on twitter talking about how much money they made tonight like bitch i will rob you,non-hateful,,,,
23933,23934,log off nigger rt ,non-hateful,,,,
23934,23935,lol the baddest bitches be porn stars n strippers,non-hateful,,,,
23935,23936,lol idgaf about an active hoe as long as shes not fucking my man need to learn how to mind your business,non-hateful,,,,
23936,23937,lol me next time bitch,non-hateful,,,,
23937,23938,lol father has bitches pouring arizona tea on themselves in this one video,hateful,,,,
23938,23939,lol i followed the bitch just so i can unfollow her cause she talkin shit shit away with her two,hateful,,,,
23939,23940,lol i make hoes madd hahhaha ,non-hateful,,,,
23940,23941,lol i never understood retards who use the atm and pay a  fee to get  and put it in gas so the dont pay the credit price ,hateful,,,,
23941,23942,lol i see what you did there rt hell yeah bitches hate that shit,non-hateful,,,,
23942,23943,lol it aint nun wrong wit tryn to be  of da realist niccas n da city tho ,non-hateful,,,,
23943,23944,lol nicca dime game got soo much clout niccas goin to da store to buy sum dice,hateful,,,,
23944,23945,lol rt just need to know what that pussy like so one time is fine with me,non-hateful,,,,
23945,23946,lol rt youuuuu got niggas but i dont got bitches,hateful,,,,
23946,23947,lol rt most chicks that go to enon are hoes or reformed hoes,non-hateful,,,,
23947,23948,lol sam said betty boop is a hoe ,non-hateful,,,,
23948,23949,lol at these honkies talking trash im done with this shit ,hateful,,,,
23949,23950,lol bitch u a has been,hateful,,,,
23950,23951,lol ike turner ,non-hateful,,,,
23951,23952,lol look is mike browns twitter look at the trash he wrote about lmao gentle giant my ass ,non-hateful,,,,
23952,23953,lol my brother a fag mann,hateful,,,,
23953,23954,lol my brothers just said he a pussy ass niga well in the words of wizdom i second dat lmaoo leave u hurt out here,hateful,,,,
23954,23955,lol niccas remember the ginyu force ,non-hateful,,,,
23955,23956,lol niggas out here saving hoes ,non-hateful,,,,
23956,23957,lol petty ass rt lmmfaooooo a hoe ,hateful,,,,
23957,23958,lol stop fuckin wit dem birds rt fuck yall hoes all yall do is lie,non-hateful,,,,
23958,23959,lol this freshman said why dress up as a baby thats so retarded i said well i mean u act like a baby so might as well dress like one,hateful,,,,
23959,23960,lol when a nigga say he miss u say dont miss me miss ya bitch lmao,hateful,,,,
23960,23961,lol youre a cunt liar and i hope you drop dead k ,hateful,,,,
23961,23962,lol qt you little twats,non-hateful,,,,
23962,23963,lol so since im from the south i automatically sound like a fucking redneck hahahaha how about fuck you stupid ass,hateful,,,,
23963,23964,lol what i look like waiting on another nigga bitch,non-hateful,,,,
23964,23965,lol shut up rt lmao early bird gets the worm,non-hateful,,,,
23965,23966,look at that thot pussy popping for usher,hateful,,,,
23966,23967,look at them hoes man fuck them hoes niggah lets get smoked,hateful,,,,
23967,23968,look at this bad bitch ,non-hateful,,,,
23968,23969,look at this coon ass nigga here standing on a damn toilet looking around for his manhood,hateful,,,,
23969,23970,look at this fucking kaffirs hairdo only a nigger ,hateful,,,,
23970,23971,look at this little faggottell her shes beautiful as much as you can itll make her smile,hateful,,,,
23971,23972,look at this pussy ,non-hateful,,,,
23972,23973,look at you lying ass bitches couldnt finish school stripping on ya mind ass bitches,hateful,,,,
23973,23974,look at you now look at us all my niggas look pussy as fuck,hateful,,,,
23974,23975,look bitch  go and suck a dick im a real street nicca i aint wit dat sucka shit,hateful,,,,
23975,23976,look rich act poor and never trip over a bitch that aint yours ,non-hateful,,,,
23976,23977,lookin at u hoes ,non-hateful,,,,
23977,23978,lookin like a total swag fag ayeeee,hateful,,,,
23978,23979,looking forward to and basketball in the states soon and of course breadsticks,non-hateful,,,,
23979,23980,looking like a nappy headed hoe but reppin that patrick ewing crew neck tho ,non-hateful,,,,
23980,23981,looks as if federal gun laws to be proposed this week lack hope the and crowd choke on crow,non-hateful,,,,
23981,23982,looks like a tool but is useful as a clay hammer ,non-hateful,,,,
23982,23983,looks like the will be competing with for the east cellar this year ,non-hateful,,,,
23983,23984,looks like the next douche bag to be crowned governor is some ghoul named ducey rhymes with douchy ,hateful,,,,
23984,23985,lord rt just shut up you pathetic ass bitch youre so worthless,non-hateful,,,,
23985,23986,lord please get me out of this ghetto ass hospital ,non-hateful,,,,
23986,23987,los pussy ass lost by  points i winnnnnnnnn,non-hateful,,,,
23987,23988,lot of my peeps playing  g playing against the heat my nig louie playing against rutgers and my girl tif playing in the wnba finals,hateful,,,,
23988,23989,love getting nudes from my bitches ,non-hateful,,,,
23989,23990,love is a bird of flames thank you for that song ,non-hateful,,,,
23990,23991,love my bitches ,non-hateful,,,,
23991,23992,love you more than those bitches before say youll remember baby say youll remember i will love you until the end of time ,non-hateful,,,,
23992,23993,loveem and hate em booty bitches,non-hateful,,,,
23993,23994,low info people are pissed oh no dumb fucks race baiting bitches,hateful,,,,
23994,23995,lowkey youre still my bitch ,non-hateful,,,,
23995,23996,loyal pussy forever bein better than the bitch thats been passed around,hateful,,,,
23996,23997,lucky bitch still in ecuador,non-hateful,,,,
23997,23998,luke bryan is such a faggot tool,hateful,,,,
23998,23999,lying bitch ,non-hateful,,,,
23999,24000,lynch mob thugs threaten zimmerman jury coming for that bitch assthe hatred wont stop flowing,hateful,,,,
24000,24001,me too rt im finna look for tht hoebut shiiiidi know sumptin bout a cont ,non-hateful,,,,
24001,24002,mt ted cruz we are proud wacko birds is that a pun,non-hateful,,,,
24002,24003,murder her rt when u fuck with crazy bitches shit like this happens feel bad for ol boy ,non-hateful,,,,
24003,24004,my chestrt ima make a song called perez hilton and its gonabe about a gay party boy whoa fat slut with no bitches,hateful,,,,
24004,24005,my nigga rt feel good to not have no hoes yall cant even throw that charge my way no more,non-hateful,,,,
24005,24006,macc amp cheese maccin these bitches amp makin my cheese,non-hateful,,,,
24006,24007,mace for your wife charlie brown ,non-hateful,,,,
24007,24008,mad that its a pussy gym and full of fuck people,hateful,,,,
24008,24009,magellan you suck at trash talk ,non-hateful,,,,
24009,24010,magic  ball are these hoes loyal ,non-hateful,,,,
24010,24011,majority of the hoes on this gram instafrontin ,non-hateful,,,,
24011,24012,make my burger bitch ,non-hateful,,,,
24012,24013,makem eat my ass since eating pussy aint major nomore ,non-hateful,,,,
24013,24014,makeup be saving alot of these bitches from being single,hateful,,,,
24014,24015,making up drake dissesgtgt rt cant wait to call it trash and tell everyone that b l u will forver be the goat out of la,non-hateful,,,,
24015,24016,man ducked me like a true hick would have split that white trash faggot lid,hateful,,,,
24016,24017,man i do have hoes and they are all in the same location ,hateful,,,,
24017,24018,man i hope she dont think i think she a hoe ,non-hateful,,,,
24018,24019,man i just watched that  shades of gay trailer and that shit looked like the wackest movie of all time yall be hyping up trash on here,hateful,,,,
24019,24020,man i swear todays like nation hit tony while hes driving day this chink almost smashed into me,hateful,,,,
24020,24021,man arrested after  opened nip bottles of vodka found in car ,non-hateful,,,,
24021,24022,man fuck these bitch ass niggas how yall doin,hateful,,,,
24022,24023,man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime ,non-hateful,,,,
24023,24024,man in zebra print dress robs bank ,non-hateful,,,,
24024,24025,man stop acting like faggots and go for the win ,hateful,,,,
24025,24026,man talk to em rt of course nothing is wrong with applebeeif you like trash food,hateful,,,,
24026,24027,man that bad bitchesbroke niggaz tweet was a trapi feed bullshit negativity and niggaz line up for a plate,hateful,,,,
24027,24028,man that nigga courage always bein a bitch hit dat shit lil nigga ,hateful,,,,
24028,24029,man theres a lot of fat bitches here,hateful,,,,
24029,24030,man who da fuck let this hoe in the background looking like a got damn zebra ,non-hateful,,,,
24030,24031,man why the ugliest bitches talk the most,hateful,,,,
24031,24032,man i got fucked within an inch of my life this evening im so unbothered by that bitch ,non-hateful,,,,
24032,24033,man aunt petunia is a royal bitch,hateful,,,,
24033,24034,mann that pussy ,non-hateful,,,,
24034,24035,mann jada pickett was a badddddd bitch ,non-hateful,,,,
24035,24036,many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional ,non-hateful,,,,
24036,24037,marca got so many hoes she confused on what to do,hateful,,,,
24037,24038,marcus smart belongs on the celtics both trash it was destiny,hateful,,,,
24038,24039,mark teixeira finally stepping up hr and couple of bbs ,non-hateful,,,,
24039,24040,math is forever confusing to me ,non-hateful,,,,
24040,24041,matt got the shades on tryin to scope a bitch ,non-hateful,,,,
24041,24042,may the bird of paradise fly up your nosemay an elephant caress you with his toesmay your wife have runners u,non-hateful,,,,
24042,24043,maybe is colored blind with his red lines and all tough talk no walk ,hateful,,,,
24043,24044,maybe i dont feel too great because i only got  of sleep surely its not last nights boxes of cookies amp crackers dinner ,non-hateful,,,,
24044,24045,maybe i dont text you first because you read my messages and dont respond k bitch ,hateful,,,,
24045,24046,maybe im the one maybe im the two maybe im the nigguh that you call when youre through,hateful,,,,
24046,24047,maybe next time i day drink ill balance it out with my bitch mary jane cause ,non-hateful,,,,
24047,24048,maybe reluctantly but theyve done it what does this mean for a discrimination law in the state culturally for queer people in the state,hateful,,,,
24048,24049,mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters  ,hateful,,,,
24049,24050,mccann although not having the greatest of seasons would be a step up from russel martin mccann or carlos ruiz ,non-hateful,,,,
24050,24051,mcdonalds pipe self defence beating this is one nigger whos hand i would shake thats how you deal with sheboons,hateful,,,,
24051,24052,me amp hubby relaxing from the studio for a lilthen headed  to my honey doo wop wops bday bash kristen ,non-hateful,,,,
24052,24053,me and da gonna do a reboot of da jeffersons only dis time he gonna be weezy and we married pre op trannies,non-hateful,,,,
24053,24054,me and my big ol titty bitch ,non-hateful,,,,
24054,24055,me and my bitch ,non-hateful,,,,
24055,24056,me and my bitch song ,non-hateful,,,,
24056,24057,me and my homie rockin that bitch all night now,non-hateful,,,,
24057,24058,me and my nig be running shit in miami on the court we only lost one game in  days,non-hateful,,,,
24058,24059,me and this song bird sang in the same hs gospel choir ,non-hateful,,,,
24059,24060,me calling bout a nigga shit for the birds amp then a nigga that aint fucking me i do not fucking care,non-hateful,,,,
24060,24061,me gusta pollo so espathat lol ,non-hateful,,,,
24061,24062,me n niccas ya type neva exchange  wanna talk down n still gain from us,non-hateful,,,,
24062,24063,me to caffenate me bitch because i dont know how to use daves coffee maker ,non-hateful,,,,
24063,24064,me when folks try to come for me ok hoe cool ,non-hateful,,,,
24064,24065,me rt coolin with all my hoes ,non-hateful,,,,
24065,24066,me put a twist tie on the bags of ice or youll get it all over your car kiersten nahh bitch itll be all cool ,non-hateful,,,,
24066,24067,meatloaf cream potatoes deer steak and gravy pinto beans and cornbread pear cobbler n bread pudding fhc,non-hateful,,,,
24067,24068,meek do some nut shit one time he a bitch i guess yall forgot all the hoe shit wale did on twitter oh ok ,non-hateful,,,,
24068,24069,meet indiaamazing deathdefying monkey king ,non-hateful,,,,
24069,24070,mei haruka is tied up and takes three cocks in her pussy and,non-hateful,,,,
24070,24071,member when bitches put le in front of everything you not foreign mf ,non-hateful,,,,
24071,24072,members of nontraditional religions are all subhuman trash,hateful,,,,
24072,24073,memorial weekend early bird wine walk price is still available we have  participating locations ,non-hateful,,,,
24073,24074,mentions probably look like a septic tank rt go ahead meme me ,non-hateful,,,,
24074,24075,merry christmas bitches ,hateful,,,,
24075,24076,messy asss bitches  i would blast yall dumb bitches but im not even gon stoop to yalls level,hateful,,,,
24076,24077,met a foreign bitch at wesley  she better call me,non-hateful,,,,
24077,24078,mfs see a picture of a couple walking on the stairs together amp caption it goalsbitch all they doing is going down the stairs,non-hateful,,,,
24078,24079,minos thisgt nah bitchwere gonna keep our virginities,non-hateful,,,,
24079,24080,michael sam being cut further proves that we fags dont belong in football or it is a heterosexual sport for heterosexuals,hateful,,,,
24080,24081,middle eastern and indonesian women are beautiful never seen a ugly bitch in a bollywood film ever,hateful,,,,
24081,24082,miley cyrus got the hardest song in the club js aint on my feet tho these hoes love these boots ,non-hateful,,,,
24082,24083,miley cyrus just wants to hump things and smoke weed with her retarded ass,hateful,,,,
24083,24084,millions of niggas can rap can any of yall make music like a quality song not just you spittin bars shit you can play wit the bitches,hateful,,,,
24084,24085,minus all the retarded poor bots,hateful,,,,
24085,24086,miss these scary hoes  ,non-hateful,,,,
24086,24087,miss you lil bitch ,non-hateful,,,,
24087,24088,mississippi state fans are the best to just mock its so easy poor state its hard getting wins against top  opponents ,non-hateful,,,,
24088,24089,model bitches in the gym working on they fitness but it dont mean nothing cuz they still gon buy some titties,hateful,,,,
24089,24090,molly and ellie need the teas so bound i go everyone else is off to amsterdam i couldnt get time off so hey ho ,non-hateful,,,,
24090,24091,mom just called me a rude ass hoe ,non-hateful,,,,
24091,24092,mom said i couldnt have chocolate milk past nine so i punched that bitch in the pussy ,non-hateful,,,,
24092,24093,mom youve been a real bitch lately,hateful,,,,
24093,24094,moms is a hoea disrespectful one bitches are trash ,non-hateful,,,,
24094,24095,monday like saturday bitch,non-hateful,,,,
24095,24096,money has bin on my mind lately so i think its time to leave the hoes alone and get with the program ,non-hateful,,,,
24096,24097,money make bitches fuck and niggas steal,hateful,,,,
24097,24098,money pussy amp freedom,non-hateful,,,,
24098,24099,monkey see monkey do narnfraudswiftee amp narnfraud  pathetic and disturbed pair of thugsproud,non-hateful,,,,
24099,24100,more disability bigotry from the left rt how can you defend palin and her retards,non-hateful,,,,
24100,24101,morning terror read  of the oceans trash is gone and no one knows where it went ,non-hateful,,,,
24101,24102,morning trash ,non-hateful,,,,
24102,24103,most niccas broke but always n the limelight,hateful,,,,
24103,24104,most niggas send hate thru the bitches,hateful,,,,
24104,24105,most of you hoes copy and paste but there has to be someone they are copying from and to you i give you my props,hateful,,,,
24105,24106,mother b is such a bitch,hateful,,,,
24106,24107,motherfuckas tryna hate on my whip acting like they got cooler interiorlight up speakers hell nah bitch boys ,non-hateful,,,,
24107,24108,mr president amp homeland security please ignore any foreign threats and focus your sole attention on our police force ,non-hateful,,,,
24108,24109,mum agrees with me ur being a wee moody cunt and you cani deal with the fact im right ,non-hateful,,,,
24109,24110,mum told me about that guy from one direction puffin on the dutchy nd i was like so least the cunt isny a mad smackhead,hateful,,,,
24110,24111,munching on ww crackers amp studying nycs trans syst since nyc amp i havent had a thing in over  yrs ,non-hateful,,,,
24111,24112,murda mook to that shit,non-hateful,,,,
24112,24113,music sounds a million times better in my car i love having a sub and new speakers its like a mini rave in this bitch ,non-hateful,,,,
24113,24114,must have been a light skin hoe wtf she mean af wasnt ready bruh rip ,hateful,,,,
24114,24115,mute it hoe,hateful,,,,
24115,24116,mutes pussy and  and  smh,hateful,,,,
24116,24117,muzzled pit bull with throat slit found on side of road in pa via hideous abuse throat slit left to die,hateful,,,,
24117,24118,my instagram song aint bout me postin pictures its about how hoes not allowed to post pictures of me and i aint posting none of them ,non-hateful,,,,
24118,24119,my oriental gallery blog the new land of free enterprise ,non-hateful,,,,
24119,24120,my advice of the day if your a trannygo fuck your self ,hateful,,,,
24120,24121,my asshole credentials even rednecks hate me,hateful,,,,
24121,24122,my baby lexy she is a whole aint shit bitch in the winter sorry ass rwd thats her only flaw still love you tho ,non-hateful,,,,
24122,24123,my baby boy asleep with my monkey that i had since i was little i love my son so much ,non-hateful,,,,
24123,24124,my baby guinea pig is so cute ,non-hateful,,,,
24124,24125,my bad dawg thats yo hoe ,non-hateful,,,,
24125,24126,my bad that was about why bitches act like i cant read or like words dont have a meaning,non-hateful,,,,
24126,24127,my best friend loves justin beiber what a fag ,hateful,,,,
24127,24128,my bf loves crows thought he might enjoy the last tweet,non-hateful,,,,
24128,24129,my bird got a headache ,non-hateful,,,,
24129,24130,my bitch ,non-hateful,,,,
24130,24131,my bitch remy stuck in  ,non-hateful,,,,
24131,24132,my bitch bad piece yo bitch got bad feet ,non-hateful,,,,
24132,24133,my bitch bre been ina good mood they freed her young hogg ,non-hateful,,,,
24133,24134,my bitch cold not average you couldnt fuck my last bitch,hateful,,,,
24134,24135,my bitch cold not average you couldnt fuck my last bitch ,non-hateful,,,,
24135,24136,my bitch from magic city she shaking ass amp titties ,hateful,,,,
24136,24137,my bitch was so loaded last night ,non-hateful,,,,
24137,24138,my bitch won ralphy for me thanks ,non-hateful,,,,
24138,24139,my bitch work for chic fil and she says this is not real b rt to save a life ,non-hateful,,,,
24139,24140,my bitches are related  they are kissing cousins  ,non-hateful,,,,
24140,24141,my bitches cleaning ,non-hateful,,,,
24141,24142,my bitches get them christians nigga,hateful,,,,
24142,24143,my bitches not average spend money i got it ya girl want me she gon get fucked aint no askin,hateful,,,,
24143,24144,my black queen dreading my hairsthank you most high for this moor queen i asked you fori want to be better with her ,non-hateful,,,,
24144,24145,my boy got the hoes now,non-hateful,,,,
24145,24146,my boyfriend is such a smart ass bitch watch yourself you wear the pants but i fucking unzip them k,hateful,,,,
24146,24147,my brother doesnt know what american horror story is bitch you lame ass fuck,non-hateful,,,,
24147,24148,my brother thincc im playing he keep putting the ac on  fuccing wit me ill break it amp we will all be in this bitch burning uuuup ,non-hateful,,,,
24148,24149,my brothers ex was a fat hog man i swear this is the reason why he doesnt have any money or anything right now its cause of that white hoe,hateful,,,,
24149,24150,my cat is fighting the street cat carry through the glass in my room what the hell ,hateful,,,,
24150,24151,my cat just rolled on me and said lets go run a game of  bitch ,non-hateful,,,,
24151,24152,my cats a bitch niggah,hateful,,,,
24152,24153,my clothes are always retro sexual like im hetro and i play a bitch like nintendo takee her for a ride in my benzo,non-hateful,,,,
24153,24154,my dad goes son of a bitch and just lights a cigarette in the kitchen oh,non-hateful,,,,
24154,24155,my dad just told s dad to text one of their friends and say hashtag pussy hahahaha im done,non-hateful,,,,
24155,24156,my dad talking about my dogs fetching skills i seen that nigga do mad shit air bud my ass air pussy ,non-hateful,,,,
24156,24157,my dawg told me its a must i be this saturday rockin that bitch wit tha,non-hateful,,,,
24157,24158,my doctor tonight is such a miserable cunt even my nurse is pissed off shes been here since  and hasnt come to see me once,hateful,,,,
24158,24159,my dog is number  bae and way over these hoes ,non-hateful,,,,
24159,24160,my down bitch my crime partner ima bitch when he get mad my lil doctor ,non-hateful,,,,
24160,24161,my eyes brows finna be on fleekate fleek bitch ,non-hateful,,,,
24161,24162,my eyes feel so chink eyed,hateful,,,,
24162,24163,my favorite dc restaurant is charlie palmers ,non-hateful,,,,
24163,24164,my favorite is thats a dumb bitch who just posted a pic and isnt sure she should have or not,non-hateful,,,,
24164,24165,my flow retarded ,hateful,,,,
24165,24166,my grandma threw out all of my raps ones i made from  grade to now im literally crying thats all my work in the trash ,non-hateful,,,,
24166,24167,my grandpa hooked his friend up with some pussy in vegas ,non-hateful,,,,
24167,24168,my hair is one of a kind so dont ever fix your mouth to say our hair is alike cause guess what hoe it aint,hateful,,,,
24168,24169,my head too big for snapbacksi like beanies better anyway,non-hateful,,,,
24169,24170,my hoes they do drugzzz,hateful,,,,
24170,24171,my honky my honky my motherfucking honky,hateful,,,,
24171,24172,my house is so piece full thank god these little jungle bunnies are outta my face,hateful,,,,
24172,24173,my job some hoes how you gonna call at  talking bout come to work at  ummm no im staying in bed,non-hateful,,,,
24173,24174,my lil cool ass bitch she from northside ,non-hateful,,,,
24174,24175,my main bitch called to tell me she missed me super cute love you boo ,non-hateful,,,,
24175,24176,my main girl tryna get a blessing why my side hoe tryna get affection,hateful,,,,
24176,24177,my mains  georgegia yessssss turntup bitches ,non-hateful,,,,
24177,24178,my mama made me some brownies they was everything ,non-hateful,,,,
24178,24179,my manager new brand  pre  order now w   lust amp cherry white beanies ,non-hateful,,,,
24179,24180,my manager is retarded bruh always asking siri some spellings this nigga is dum af doe,hateful,,,,
24180,24181,my managers a stupid cunt yes i said it,hateful,,,,
24181,24182,my mf dawggg i miss this hoe man ,non-hateful,,,,
24182,24183,my mom is a cunt,hateful,,,,
24183,24184,my mom seen my progress report amp was like so wtf is up wit this b bitch wtf do you not see them  as tf she just ungreatful ,non-hateful,,,,
24184,24185,my moms a fucking cunt dude,hateful,,,,
24185,24186,my name is bryanna you can find me at im the baddest bitch youll meet because everybody wants to be me,non-hateful,,,,
24186,24187,my neice getting so big  she ready to punch on sum bitches lol ,hateful,,,,
24187,24188,my neighbors be sick when i wake um up to all this nigger music ctfu,hateful,,,,
24188,24189,my nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults,hateful,,,,
24189,24190,my nephew keeps tryna kiss me and im like bitch you got zero followers dismiss yourself,hateful,,,,
24190,24191,my new bitch finer than a mf but i dont understand shit she say ,non-hateful,,,,
24191,24192,my nicca swear he can see me in madden lol,non-hateful,,,,
24192,24193,my nicca tip cant act for shit in ,non-hateful,,,,
24193,24194,my niccas was too real fa these streets ike nwax ,hateful,,,,
24194,24195,my nig yes black people live in wisconsin lmao da shit out me too ,non-hateful,,,,
24195,24196,my nig jus found out his girl fuckin anotha nig so he meets up wit dis nigga,hateful,,,,
24196,24197,my nig jus said aint nuttin worse den a fat loud hoetru fuckin story,hateful,,,,
24197,24198,my nig kkeldalegend took me out for some more of that good old new orleans soul food ,non-hateful,,,,
24198,24199,my nig said he dont see the differences between pornos and monster ball my face ,hateful,,,,
24199,24200,my nigga calls fat bitches porkerslmao,hateful,,,,
24200,24201,my nigga so stiff but his bitch even stiffer me that is ,non-hateful,,,,
24201,24202,my niggah,hateful,,,,
24202,24203,my niggah i was waiting all weekend to take these shits ,hateful,,,,
24203,24204,my nips are cold ,non-hateful,,,,
24204,24205,my partna from mississippi told me  ago i got  weeks to fuck all these ok hoes  im stepping my game up ,non-hateful,,,,
